Teks;Lokasi;Waktu;User;Label
b'@jokowi Lhaaaaa hrs yakin yuk. #2019TetapJokowi #JokowiLagi';;06/11/2018 5:39;windaaria88;1
b'RTTetapJKW : Menghidupkan kembali agama berarti menghidupkan suatu bangsa. Hidupnya agama berarti cahaya kehidupan #JokowiLagi #AfterBismillah #Jokowi2Periode #2019TetapJokowi #berSATUuntukMAJU .';;06/11/2018 5:37;hamburadulw2;1
b'NAHKAN.... CEBONG UDAH MULAI NGEJILAT MUNTAHANNYA SENDIRI....!! PELAN-PELAN NGEJILATNYE YE BONG...BIAR BERASA NIKMATNYA...!!\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa https://t.co/4AI0lcTzCo';;06/11/2018 7:12;Addarul1;2
b'@Dony71996672 @RamliRizal Ada yg terkecuali...  Pegang cebong..  Ga bakalan impor...  Banyak...  Wkwkwkwk';;06/11/2018 7:11;djayadwipha2;2
b'tuh kaaan. Makin ngamuk deh cebong ini baru di sumatera';;06/11/2018 7:11;rohadinisti;2
"b""@CH_chotimah Kenapa budak syiah selalu goreng isu tuk adu domba ya? Mungkin krn doktrin yg salah dan kebencian akan damai nya muslimin Indonesia. Senantiasa tebar kebencian berselaput nasihat. Apa krn kurang mut'ah? Atau kebanyakan minum air cebokan imam, jadinya cebong!""";;06/11/2018 7:09;AbuJabarKamayel;2
b'Cebong - Asu\nSontoloyo - Kampret\n\nKamus politik makin nambah yang mesti ditinggalkan.';;06/11/2018 7:07;Hasanuddin_;0
b'@Teh_NKRI @tawajkt Hahaha ini cebong mulai dukung pengacara HTI \xf0\x9f\x98\x82\xf0\x9f\x98\x82';;06/11/2018 7:03;CintrongAgama;2
b'@yudiengran @hnurwahid @prabowo @sandiuno Lah klo cuma alasan dagang atribut kampanye, saya juga bisa aja milih 01 dan dagang yang sama kaliiii..... hadeuh Bong! \n\nArgumen cebong memang minus, ga mutu \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;06/11/2018 7:03;nirmayuliansyah;2
b'@VIVAcoid Saya bukan kampret.....saya bukan cebong......saya manusia biasa yg tentu derajadnya lebih tinggi dari hewan.';;06/11/2018 7:02;HMarwata;0
b'@jokoedy6 Wah makin parah ...\nKita pnya kepala negara kok gtu.. \nTp cebong msh aja militan ga ada otake babar blasss';;06/11/2018 7:00;Bintara2196;2
b'@FRONTBELAISLAM @DivHumas_Polri Menggelikan rezim ini...\n\nMenurut gw ini mah penghinaan trhdp bendera RI... tau tuh cebong itu sebenrnya Nasiionalis apa pura2 sih';;06/11/2018 7:00;MurniAsih__;2
b'@BudiJayaKurniaw @AndiArief__ Hedeh cebong idiot..!!!';;06/11/2018 7:00;HeriSepuansyah;2
b'@victorkamang Itu kan katak bukan cebong \xf0\x9f\x98\x8f';;06/11/2018 6:57;_poketto21;0
b'Mukidi banjir impor cebong mingkem, pernyataan @prabowo soal impor diplesetin, cebong rame.\n\nLu klw mau ngeramein yg udah banjirin impor bukan yg baru pernyataan.\n#JokowiBersamaPengacaraHTI https://t.co/g0I8iJaf5r';;06/11/2018 6:57;hendra_arief80;2
b'@jokoedy6 Logika kayak gitu aja ibu bangsa cebong tak mengerti\xf0\x9f\x98\xa8\xf0\x9f\x98\xa2';;06/11/2018 6:56;masayaharuhi;2
b'Cebong memang ganas, maklum makhluk gaib atawa jadi-jadian.';;06/11/2018 6:54;leonardo_rimba;2
b'@AridaNurwijaya2 @AndiArief__ Knp ko cebong begi bgt yh apkh dia tdk ngrti bhsa indonesia?';;06/11/2018 6:53;didinbahru;2
b'@jokoedy6 Cebong betina emang gituh..';;06/11/2018 6:51;HANMAS19;0
b'@RestyCayah Lempar BUMERANG ketampol muka cebong sendiri. Allah SWt, Maha Adil.';;06/11/2018 6:51;ArjunaKusnadi2;2
b'@eae18 @Ferdinand_Haean Sabar mas \xf0\x9f\x98\x84 masih banyak cebong yg lebih nyebelin \xf0\x9f\x98\x84';;06/11/2018 6:50;Mbak_Ceria;2
b'@ali_hasan110 @rojalirozack @eae18 Saat ini cebong sedang kegirangan atas masuknya YIM menjadi pengacara Paslon petahana';;06/11/2018 6:50;saridenantique;2
b'@Aryprasetyo85 @FaGtng @enylove2 @Twit_Opini biasa in baca berita nya br comment... dasar cebong dongo..';;06/11/2018 6:48;arif2702daulay;2
b'@Yusrilihza_Mhd Andalah Rasul utusan CEBONG..';;06/11/2018 6:47;LENTERAHATI79;2
b'@Sapta_wr @One13273257 @BangPino_ Bukan cebong ?';;06/11/2018 6:47;w_runturambi;0
b'@Anggraini_4yu cara cebong seperti teamnya chili pari catering itu dapat dikatakan serangan cyber .. mereka nge troll .. melakukan perang urat syaraf.. itulah perang asimetris ..';;06/11/2018 6:46;rigenz123;2
b'Dungu dungu dungu cebong #JokowiBersamaPengacaraHTI';;06/11/2018 6:43;hanifalkeren;2
b'Masyumi garis cebong om dia mah \xf0\x9f\x98\x83 https://t.co/qOUQHZ2ZxH';;06/11/2018 6:42;Zimet_51;2
b'kadang sedih sih klo temen ku di panggil cebong kampret , mau nimpalin cuma aku tahan tahan .. semoga Allah mengampuni dosa kita semua ..';;06/11/2018 6:41;Isantichandra90;0
b'@eri90335170 @elhakimy21 @putra_sholeh52 @felixsiauw @Evieeffendi @GunRomli @habibthink @wahhabicc_jabar @qitmr cebong koq diem aja???.. hahaha';;06/11/2018 6:38;arif2702daulay;0
b'@MohamadFalah11 @FaldoMaldini @wildysetiabudi Cebong sontoloyo';;06/11/2018 6:38;Faiz54355927;2
b'Wuidiiiih...semua jdi cebong?semoga gk ada manuver\xc2\xb2 sontoloyo\n#JokowiLagi #01IndonesiaMaju https://t.co/KiHHUWKd0v';Cikembar;06/11/2018 6:37;hotmen_77;1
b'Temanku mendadak cebong setelah YIM jd ... si ....';Kedunghalang;06/11/2018 6:37;itathea4;0
b'@Yusrilihza_Mhd Selamat jd cebong good bye, PBB partai bong bong';;06/11/2018 6:36;JayBaraya;2
b'@AkunTofa Kata cebong, HTI adalah kita, kita Basudara toh .... \xf0\x9f\x98\x82';;06/11/2018 6:35;ayahdiar;2
b'@AkunTofa Setelah ini saya yakin timses jokowi akan usulkan jemput Habib Rizieq pulang sebelum keduluan prabowo ....dan khilafahpun semakin nyata, cebong-cebong tobat masal.....Asyeekk';;06/11/2018 6:35;yanniiareseemm;2
b'Judul sinetronnya : \n\nTERPERANGKAP DI KOLAM CEBONG';;06/11/2018 6:33;aliwardi;0
b'@wbintoro101209 @Iq200Sekolam @Dennysiregar7 @jokowi @prabowo Cebong nalarnya tenggelam dikolam butek....';;06/11/2018 6:33;lintang_smart;2
b'@Ardi22M @HusinShihab @Airin_NZ @prabowo @GunRomli @muannas_alaidid @TolakBigotRI @qitmr @chicohakim @04Nakula @GagakNew @P3nj3l4j4h @amrudinnejad1 @AfifFuadS @jokowi Cebong tempat lo..diair butek..';;06/11/2018 6:24;HBetokaw;2
b'@Ferdinand_Haean @prabowo Yg di suruh hijrah itu untuk kelompok loe bang... kalo dari kelompok Cebong udah lama hijrahnya.. gimana sih... \xf0\x9f\x98\x84\xf0\x9f\x98\x84';;06/11/2018 6:22;Sayang_NKRI;1
b'Nih gimana PARA CEBONG.... #2019PrabowoSandi https://t.co/zmZblp41zu';;06/11/2018 6:19;HARIS__BUDIMAN;2
b'@RestyCayah Lambe turah ngapain lu katain dungu, lah cebong sejak netes juga dah dongo keles\xf0\x9f\xa4\xa3';;06/11/2018 6:19;MJH0171;2
b'@Maulana_Tigor metamorfosis jd cebong';;06/11/2018 6:19;BobAbdillah;0
b'@DikaAr10 @GBatjo @Gerindra Huahahahahahhaa.. BINATANG CEBONG GA BISA mainkan SMARTPHONE..  lu cari aja deh di google . Tentang kebohongan RAJA KODOK.. gua jamin kalau punya OTAK ga Sudi pilih raja CEBONG.. #2019PrabowoSandi';;06/11/2018 6:16;HARIS__BUDIMAN;2
"b'Apa kuda prabowo bikin petani sngsara? Panen yg ditunggu sekian bln jd g kebeli gegara kuda? Apa kuda prabowo dibeli pake uang ngara? Prnyataan g nyambung bgni mestiny sih cukup bikin cebong trdidik insyaf. Bhwa rezim &amp; semua isiny rerata mmg zalim &amp; asal \nhttps://t.co/mEYvuDo6Zo'";;06/11/2018 6:14;salima252;2
b'@Yopiluthfi1 @PBB2019 Mendingan unfoloow dari pada next nya temenan ama cebong dungu';;06/11/2018 6:14;MJH0171;2
b'@firmaanaji Cebong vs kampret';;06/11/2018 6:14;syahadianyusril;0
b'@DikaAr10 @utunidang @Gerindra @prabowo @TeguhAdhit @mes_indonesia Huahahaha.. RUPANYA BINATANG CEBONG HOMO PENGECUT.. dan PENJILAT mulai bermunculan lagi.. setelah KAGET.. #JokowiBersamaPengacaraHTI';;06/11/2018 6:07;HARIS__BUDIMAN;2
b'@AinurRafiq78 @panca66 Gak..emang napa ( kata cebong )';;06/11/2018 6:06;MadiEryus;0
b'@cakyanto78 @eko_tongsott @godongtalok @SuryaLubis77 @SurYosodipuro_ @DivHumas_Polri @BareskrimPolri @CCICPolri @kemkominfo @KemensetnegRI Cebong emg gitu bro.. IQ 200 sekolam';;06/11/2018 6:06;HadiMugihadi993;2
b'Wuih...jadi cebong euy\xf0\x9f\x98\x81 https://t.co/r3IO2JElAp';Cikembar;06/11/2018 6:05;hotmen_77;0
b'@DikaAr10 @GBatjo @Gerindra Huahahaha.. pembelaan pembenaran.. Bukan masalah buatan mananya.. lu pakai otak ga.  BOHONG itu jangan berlanjut.  Ini bohong BERSAMBUNG seperti FILM aja.  CEBONG - CEBONG.. dah main Dikolam sana.. jangan. Banyak komen.. Gimana HTI sekarang..hehehehe..';;06/11/2018 6:04;HARIS__BUDIMAN;2
b'CEBONG MENDADAK BELAIN HTI,YG KEMARIN TRIAK2 HTI ISISWKWKW #JokowiBersamaHTI #JokowiBersamaHTI #JokowiBersamaHTI #JokowiBersamaHTI https://t.co/3kx6nGwQGB';;06/11/2018 6:01;cebongtolol;2
b'Ada yang aneh hari ini......\nbiasanya ditwitter banyak cebong yang maki2 HTI tapi hari sunyi senyap....ada yg tahu ngak.kenapa ya????\njheng....jheng.....\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\xf0\x9f\x98\xb1\n#JokowiBersamaPengacaraHTI \n#KamiBersamaPrabowo';;06/11/2018 6:01;arief_sakaey;2
"b'@Schecteria @Gerindra @Agraz19 @prabowo Maklum wong mukidi pimpinan nya aja punya jalan pikiran bgtu,ya apa lagi anak2 cebong nya,,otak bya ketinggalan di kolam...tambah bodoh masyarkat dibuat rezim ini""sontoloyo""'";;06/11/2018 6:01;detektifkampung;2
b'@Aminah_liyah @P08NewPresident @maspiyuuu @BinNuh_ Cebong cuma bisa goreng2an kaya gini aja. Tuh bocah saking senengnnya sampai terharu, nangis di peluk @prabowo kl anak dr Papua kan biasa aja ketawanya. Gak ada yg spesial dari @jokowi lah. Gak bangga saya punya presiden seperti saat ini, sejarah mencatat sudah Gagal nawacitanya.';;06/11/2018 6:01;PutraFajarsidik;2
b'@Dody_Lukas___ Pepet terus biar HTI di terima di kalangan CEBONG , WKWKWK';;06/11/2018 6:00;mytasyamaharani;2
b'@styawan_yusuf @hnurwahid @prabowo @sandiuno Ehh...dungu itu milik cebong,sembarangan kalau ngomong!';;06/11/2018 6:00;ncenkkurnia;2
"b'@CakKhum Soal komitmen yg teruji,\nlom nyampai situ!\nYg jls, tak kuat Garindra n Prabowo menaggung hujatan ""cebong""spanjang kariernya!\n\nMestinya PKS say thank to ""Cebong""karna tlh nyinyirin Prabowo n Garindra tuk menepati janjinya!\n\n""Cebong"" \nKanan kiri oke!\nBermanfaat!\nTapi\nTetap\nJokowi!'";Pasar Kemis;06/11/2018 5:59;yudiengran;1
b'@andreputra1967 @RizmaWidiono @JajangRidwan19 @FaGtng @ngonlain @IINTANYES @ASapardan @Dincear1 @Airin_NZ @SatyaJogja03 Itu tanda Anda ikut jadi cebong,,\nItu tanda Anda tdk paham pidato Prabowo,,\nItu tanda Anda tdk paham Makana dari pidato Prabowo,,\nItu tanda iq Anda 99,,\n\nBisanya cuma menggoreng dan mengadu domba.';;06/11/2018 5:55;jaya_raya588;2
b'@nur_darussalam @hmskaban Semoga cebong banyak yg pilih PBB';;06/11/2018 5:55;Dzoel17M;0
b'@RestyCayah @DivHumas_Polri @Puspen_TNI Itu hanya kain yg ada lambang PKB nya...\nNgeles gaya cebong.';;06/11/2018 5:54;SyahrianAlfi88;2
"b'@hemaviton99 @Gun4w4nAhokers @YCH7168 @OnlyOnesia @LusiHQ @LintangChrezL @Elina_Vay @Takviri @SaviraHelmi @langkah_john @L1tonga @Felix_Yong_ @sisca789 @canthingku @harihariono1 @Kars104 @sugi_0706 @BosErvan @Ignastherry @TukangKoprol @SpionaseNKRI @zegess jadi ceritanya, ngajak agar bungkam dan tutup mata agar ikut ""abai"" saja kan ?\n\nkan dah sy blg, mrk tergolong keras kepala sih. :)\nmrk tdk akan diam melihat politik kotor kedua kubu.\nmrk jg tdk akan diam dan tdk akan bisa dibodohin oleh tim hore kedua kubu, cebong maupun kamvret.'";;06/11/2018 5:51;ninjutx;0
b'@Dennysiregar7 @jokowi @prabowo Ada cebong khilafah nih.\n#JokowiBersamaPengacaraHTI';;06/11/2018 5:50;WajahMuslim17;2
b'@ardi_riau Ada cebong khilafah nih';;06/11/2018 5:49;WajahMuslim17;2
b'Celotehan cebong vs kampret.. Hahah\nCc.  @S4_Miracles https://t.co/gTaXoxN4Y7';;06/11/2018 5:48;binsaragih;0
b'@Ferdinand_Haean @Yusrilihza_Mhd Waktu akan membuktikan : profesional atau cebong';;06/11/2018 5:48;summa_isme;0
b'@EV220622 @Dody_Lukas___ @Rusydi_riau @Gus_Inoes_ @permadiaktivis @Dennysiregar7 @LusiHQ @Queen_Oc09 @_Cahayawaktu @harysantana @AnonNdon @BDirektur @BinNuh_ Cebong jangankan ludah di jilati kotoranya sj di makan lg persis watak/SIFAT BABI';;06/11/2018 5:43;CoMatamu;2
b'@gien_firmansyah @awiemalik @pedjoeang_islam @Yusrilihza_Mhd @PBB2019 @hmskaban Cebong...ini aj elu simak';;06/11/2018 5:42;asoneparani;0
b'@Muslim_Bersatu1 Sesama cebong, gak mungkinlah ditindak...';Kedung;06/11/2018 5:41;JayaSiwi;2
b'@AnnaSuezann Cebong gak sampai situ mikirnya.. Terlalu berpikir sempit';;06/11/2018 5:40;bonekaesemka;2
b'@oliviachairina @pujangga1123 @TheArieAir @MasTBP_ @kangdede78 @ProfYLH @SiswantiYeni @ameliamel1701 @e_Dans_dst @IINTANYES @4Y4NKZ @Igedemanuke9 @IndoPluralitas @RizmaWidiono Ni ada cebong,mana aja bong,bangga ya punya pengacara HTI..';;06/11/2018 5:40;AbahOlot2;2
"b'@bundaraya0111 @awanayah Surat apa itu abah yai????\nKenapa ulama aku jadi kaya gini yah""\nKebawa jadi IQ cebong\n#PrabowoBersamaUlama \n#JokowiBersamaPengacaraHTI'";;06/11/2018 5:37;Anisfuad74gmai1;2
b'@yusuf_dumdum @Gerindra Dasar otak cebong dangkal dan dungu \nBong 200..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';;06/11/2018 5:36;Gamagichi01;2
b'@Je_Ly @ASapardan Ini cebong...biasanya rame nyangkut HTI sekarang sepi...mentang2 udah punya';;06/11/2018 5:34;AbahOlot2;2
b'Efek #JokowiBersamaPengacaraHTI tak ada lagi cebong yang bully #AksiBelaTauhid \n\nTerima kasih bung Yusril..\nTetap semangat dalam kolam ya..\n\n#2019PrabowoSandi \n#2019GantiPresiden';Kemayoran;06/11/2018 5:34;mawisevendry;2
b'@MbahUyok Ha..ha..\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nJokower terpaksa damai sama HTI...\n\nTanya kenapa ? \nGak punya landasan hukum apapun... Teriakan HTI terlarang itu melanggar hukum..\n\nBila di tuntut balik... Bisa kena semua itu para cebong dari indukan sampe anakan';;06/11/2018 5:33;RakyatKritis;2
b'@Gerindra @fadlizon Tidak bergantung pada impor atau stop lokal? Cebong kupingbya mulai budek';;06/11/2018 5:29;yudeno55;2
b'@RestyCayah GW CEBONG, DAN GW MAU MAKI MAKI HTI, HTI MAU PADA INSAP GA LO, KLO GA GW BUANG KE SURIAH NIH, APE LO APE LO';;06/11/2018 5:28;gulobatu;1
b'CEBONG MENDADAK BELAIN HTI,YG KEMARIN TRIAK2 HTI ISISWKWKW #JokowiBersamaHTI #JokowiBersamaHTI #JokowiBersamaHTI #JokowiBersamaHTI https://t.co/RyDa4yHAm1';;06/11/2018 5:26;cebongtolol;2
b'@akunkuasli @dapitdong @wrini08 Cebong pda kemana ya...';;06/11/2018 5:20;AbahOlot2;2
b'GP ANSOR DAN CEBONG MENDADAK BELAIN HTI,YG KEMARIN TRIAK2 HTI ISISWKWKW #JokowiBersamaHTI #JokowiBersamaHTI #JokowiBersamaHTI #JokowiBersamaHTI https://t.co/fi0PiZhzxk';;06/11/2018 5:15;cebongtolol;2
b'Setuju...blm telat msk gerbong cebong yaaa mungkin 1 kursi mentri. https://t.co/zSDcNEE4mw';;06/11/2018 5:10;Ferifirdaus84g1;2
b'@Gerindra @prabowo Cebonger emang sulit mikir, otak nya baru keluar dari freezer';Kedung;06/11/2018 7:16;JayaSiwi;2
b'@detikcom kalo cebonger bisa memaki sekarang\xe2\x80\x9d ini kan itu contoh yg dipertontonkan oleh kaum kampret tiap hr...sapa yg maki pak jokowi planga plongo ato pki...hayo hayo sapa yg berani unjuk jari...kampret!';;06/11/2018 7:14;Gerod91103568;1
b'@ustadtengkuzul Cebonger mendadak pada jadi alim \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';;06/11/2018 0:30;sejati_nkri;2
b'@CH_chotimah @WarSarchopagus Selamat pengacara hti mmg untuk yg anti hti.. Cebonger makan omongan lagi wkwkw';;05/11/2018 23:59;d_jo_han;2
b'@ustadtengkuzul Kalo kalian mengakui prabowo titisan allah kami para cebonger pasti akan mempertimbangkan untuk memilih dia. Tapi kalian harus menyatakan hal tersebut secara nasional di media2. Berani gak??? Kami tunggu keberanian kalian.';;05/11/2018 23:12;ridwan2474;1
b'@juventini_3rwin @Nink47018190 @CebongBengis @fluidasae @ebugogo2periode @Sukardi2017 @cv_wilcor @AlaricLuthfy @NurmaTgr @krakatau_putra @Ninnocyber @muttle9 @HD52766966 @himawan1978 @yan_tanuwidjaya @Nanaa_rosaa @anandapramudyaa @dewantara_adjie @mikha690 @XihxhouxExchou @syharilaaa @Mmahalik2 @Quvvatt @Igedemanuke9 @bungkusKopi33 @koecing_pasar @Wakil_Jelata @stefan_ivanov_ @nissa080789 @Vivittts @AndriawanRandie @LindraEddianto @Nayarakofif @ArdianzidanYuma @jaganegeriku @Jojo8890475283 @baim_tamvan @haryodanis @SuperCebong @cuminumc @masbudi111 @Black_Widower @baru_kaya @ariefdwir16 @MetroTvBoxLies @Benoeboejoeg @ThinkSantri @fd_SatuLagi @B1G_kaySae Iya tong ahoker alias cebonger kok dr kmrn kagak ada otak apa krn sakit hati ahok keok ya tong';;05/11/2018 16:38;arekgubeng2;2
b'@kupu22b1roe Aku takut ketawa bro takut disuruh angkat kaki dari NKRI oleh Banserep dan Cebonger wkwk \xf0\x9f\x98\x82\xf0\x9f\x98\x82';;05/11/2018 16:37;saddanglaw02;2
b'Berdamailah rakyat Indonesia baik yang pro cebonger maupun yang pro kampreter sehingga menjadi Indonesia yang lebih baik rukun damai sejahtera adil makmur Baldatun Toyibatun wa Rabun Ghofur, Aamiin.';;05/11/2018 16:11;masfathoniazis;0
b'@davidfong_ idem bang, kita bukan kaya cebonger yg cari makannya dari jilat penguasa.. kalao @prabowo @sandiuno melenceng dari kearah yg tidak pro rakyat, pasti saya juga kritisi #AmarMarufnahiMunkar';;05/11/2018 8:52;ahfau1;2
b'@PaijoAryanto Begitulah, krn pendukungnya sering ngejek cebonger dungu sih, jd kemakan sdri omongannya \xf0\x9f\x98\x82';;05/11/2018 6:12;skhairani74;1
"b'Biar sy tegaskan!  Lebih tepatnya MetroTV jd bahan perbincingan Kampret,  dan Tipiwan jg jd bahan perbincangan Cebonger.... jd ga usah lebay&amp;lebay........ https://t.co/FuYKbYsRJK'";;04/11/2018 17:12;ZheeOmega;0
b'@bakri_hazairin @budimandjatmiko @jokowi Mau tau aja apa mau tau banget? Yg pasti bukan CEBONGER / AHOAXER... #BapakHoaxNasional #HoaxEsemka \xf0\x9f\x98\x9c\xf0\x9f\x98\x85\xf0\x9f\x99\x88\xf0\x9f\xa4\xa6';;04/11/2018 12:41;Moch_Al_Fatih;2
b'@AkunTofa Demo masif.. para cebonger..';;04/11/2018 9:38;PejuangIbu;0
b'@RivoPamudji Hmm..jgn2 pak prabs itu sesungguhnya cebonger yg sdg menyamar..\xf0\x9f\x98\x82';;04/11/2018 4:19;DimasBasudewo;1
b'@Dennysiregar7 @prabowo @MardaniAliSera Gua kasian aja lihat sidesi twitnya gk berbobot dan eh para cebong memuja dgn semangatnya,emang cebonger pada dungu2 ya \xf0\x9f\x98\x82\xf0\x9f\x98\x82';;03/11/2018 4:24;Abu_Sulthan26;2
"b""@YunchangYu @MichelaniaAdam @rendi078 @EdiWitj @hariadhi @TheArieAir Saya lebih percaya AL QUR'AN dibanding di Rocky .. tapi saya tidak percaya juga sama CEBONGER""";;03/11/2018 2:08;HARIS__BUDIMAN;2
b'@YunchangYu @EdiWitj @MichelaniaAdam @hariadhi @TheArieAir Yang melarang siapa.. dasar bego dipelihara..  lu paham hukum ga sih CEBONGER';;03/11/2018 2:07;HARIS__BUDIMAN;2
b'@GunRomli Sepertinya terkonfirmasi bahwa 02 adalah cebonger yang menyusup \xf0\x9f\x98\x82';;02/11/2018 14:24;mufc_prana;1
b'@donzein @felixsiauw Maaf saya bukan cebonger, kampretez, ahokerz, atau apapun itu. Saya warga INONESIA, yang berpegang teguh dengan Islam pancasila, dan BHINEKA TUNGGAL IKA.';;02/11/2018 7:54;TansahGusti;0
b'@Ferdinand_Haean Saat keterus terangan di ungkapkan dikatakan nyinyir....tar kalo dikatakan yg baik2 malah jadi HOAX....karna ga pernah di dapatnya yg baik...masak harus berhoax ria seperti cebonger...';;01/11/2018 9:13;samawabaemo;2
b'@ardi_riau @prabowo Cebonger pasti kejang2 baca ini \xf0\x9f\x98\x82\xf0\x9f\x98\x82';;30/10/2018 23:54;saddanglaw02;2
b'Akhirnya Cebonger n ahoker gigit jarik!!! https://t.co/NW196gFiyF';;30/10/2018 10:40;Hendra_Alamin;2
b'@rizieqdivist @Istrikamu_ @Leftasa1 @wilmanbhigu1108 @FaldoMaldini Ow cebonger ya pantesan GAK punya etika harap maklom';;29/10/2018 22:58;Ady90094491;2
"b""@putriteratai25 hello cebonger's gmn kbar nya kolam ? masih hangat\xc2\xb2 tai ayam apa sdh dingin\xc2\xb2 tai kebo ?\ncc @kandargalang""";Kebomas;29/10/2018 7:07;soemartono8;2
b'@panca66 @JH_talk_2_U @Anggara45285173 @Ferdinand_Haean @jansen_jsp @AndiArief__ Di Kediri jatim mau dibangun Bandara , Cepat di Claim Bung , Entar di Klaim Gerombolan Cebonger ,\nPadahal Bandara itu di bangun Swasta ( PT GG )';;28/10/2018 22:48;Javras1;2
b'Duuhhh... akhirnyaa...\nSaat kuliah blm dpt materi yg mantep gini... semoga acara debat pengetahuan keuangan negara ini terrealisasi..\nPengetahuan yg sangat penting diketahui oleh para kampreter n cebonger... apalagi ASN... mahasiswa n politikus muda,... https://t.co/m7GLnNPXGM';;28/10/2018 22:41;budimah;0
b'@HADIPURW2310 @Dwiyana_DKM @KemenkeuRI Maaf ya gw cebonger ente kampretkan\xf0\x9f\xa4\xa3';;28/10/2018 15:12;kampoengasri;1
b'Nonton Mata Najwa. \n\nTernyata dari kubu Prabowo-Sandi timses-nya banyak anak muda yang pinter-pinter. Tapi setelah diingat-ingat kalau golongan tuanya Fadli Zon dan Fahri Hamzah, aku prefer jadi cebonger saja. ehe';;28/10/2018 11:58;RifalNurkholiq;1
b'@ekowBoy Niluh jelantik juga cebonger akut om';;27/10/2018 2:43;rihasi;0
b'Dear Cebonger! Mohon cek n ricek apakah ini hoax??? #SontoloyoBersamaHTI https://t.co/MMnzVBPKOx';;26/10/2018 18:45;Hendra_Alamin;2
b'@RestyCayah @ices_tea shok ceby lg tutup mukanya\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';;06/11/2018 3:24;lutfi92537462;0
b'@Gerindra Si ceby  iq 200  ga useh di ladenin min';;06/11/2018 2:17;milamelissa09;2
b'Antara NKRI dan khilafah, kira2 ceby pilih yg mana ya? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#JokowiBersamaPengacaraHTI';;05/11/2018 23:40;sw_ningsih;2
b'Ceby mah galak sangar nyeruduk z kerjaannya https://t.co/zWhiNYMARu';;05/11/2018 2:05;212adilDan;2
b'@AlfarielArkan1 @maspiyuuu \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 renang ceby gk kn jauh dari kubangan atw comberan';;05/11/2018 0:12;nanang_gunz32;2
b'@FandhuW89 @al_viraal Ceby gak punya junjungan kek gini \xf0\x9f\x98\x82';;04/11/2018 12:29;DwiSaputro79;2
"b""@themasterPAS46 @RenoWij07670360 @ahmedpedros @imanlagi @sandiuno Nah itu tau asal pake otak dan fakta :) Sudah ya. It won't be interesting to elaborate this kind of topic with you. Because at the end all you can say is ceby, cebong. I'm out guys. Well best of luck.""";;04/11/2018 11:30;ulfaslv;0
b'@ChardPrasodjo @zakyfuadz @GUSDURians Ciye giliran ditanya otaknya dimana jawabnya Di kulkas, ketahuan Kan kalau otaknya ditinggal di kulkas, ceby mah gitu';;04/11/2018 4:09;adithyadiah;2
b'@Dio_Nzee Naaakkk... Belanja sekarang mahal... Sayur dan garam aja kudu impor, masak cuma untuk ngguyur ceby... Berat diongkos tauuukkk...';;03/11/2018 4:56;yu_n4n4;2
b'Harusnya dulu pak @prabowo bilang indonesia bubar ga perlu nyebutin tahun, sebut aja bulannya, misal mleset dr bulan yg ditentuin.. kan masih bs ngeles ala ceby.\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;02/11/2018 5:38;mberjag;2
"b'Lucu sih liat cara ngeles ceby.\nEsemka ga rilis bulan oktober, katanya ""ga bilang tahun kok..""\n\nSeptember meroket?! Ntar dijawab sama. Kalo berpolitik ginian permisif banget, ntar klo kubu lawan main politik ginian ya jg protes.\n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'";;02/11/2018 5:34;mberjag;2
b'@AkunTofa Ceby mana bisa mikir segitu bang... d\nDoi mmg buzer norak';;01/11/2018 9:30;GreatHope13;2
b'@CEvalia @IeIndra @arakate18 @Dennysiregar7 Ceby miskin logika...';;01/11/2018 9:28;GreatHope13;2
b'@Dennysiregar7 Kamu ceby makin goblok aja den... logika kamu gak nyambung blasss..';;01/11/2018 9:27;GreatHope13;2
b'@ustadtengkuzul Perlu nasi bungkus nih...buat ceby';;01/11/2018 4:23;Rianto55351098;2
